lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;condition;p_0001;p_0002;v_2343;age;gender;gender_other;education;education_other;severity;AC;MC_contr;MC_uncert;MC_normal;MC_hope;trust1;trust2;trust3;trust4;trust5;trust6;trust7;trust8;trust9;trust10;satisfaction;nfc1;nfc2;nfc3;nfc4;nfc5;nfc6;pvs_personal;pvs_vicarious;comments;consent_serious;browser;referer;device_type;quota;quota_assignment;quota_rejected_id;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts7089086;rts7091286;rts7091318;rts7091321;rts7091324;rts7091325;rts7091336;rts7091337;rts7091338;rts7091339;rts7091342;rts7091343;rts7091344;rts7133055
334;0;0;31;7089087;-77;503;1;0;0;60a2dc7661911b5c61c28b51;61;1;-99;3;-99;5;2;6;-77;-77;-77;5;4;5;4;4;5;5;5;5;4;4;6;5;4;5;5;6;3;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7091343,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;67187c71380ab0858d65910cc53dbdaa;1;0;1726147665;12.09.2024 13:27;12.09.2024 13:36;0000-00-00 00:00:00;503;19;105;133;0;159;0;0;254;0;499;369;488;383
335;0;0;31;7089087;-77;181;4;0;0;5cf67b231a364e00170a8ca4;40;1;-99;4;-99;7;2;-77;-77;-77;7;7;1;7;7;7;7;7;7;7;1;5;7;7;7;1;7;1;2;1;-99;1;"Mozilla/5.0 (Linux; Android 9; KFKAWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/126.6.2 like Chrome/126.0.6478.238 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;924ef79190de3d99698ce035b5c6784a;1;0;1726147669;12.09.2024 13:27;12.09.2024 13:30;0000-00-00 00:00:00;181;16;41;56;0;63;0;78;0;0;177;119;169;125
336;0;0;31;7089087;-77;322;3;0;0;6685910d91114ade1b630bf3;33;2;-99;4;-99;5;2;-77;-77;3;-77;3;4;3;6;3;3;3;3;6;5;3;7;7;6;7;5;7;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;ee424fc77f7d970fe3bf0dd938150291;1;0;1726147670;12.09.2024 13:27;12.09.2024 13:33;0000-00-00 00:00:00;322;10;101;110;0;122;151;0;0;0;314;225;309;233
337;0;0;31;7089087;-77;134;2;0;0;6659f9fd0f2ff742156dcd84;26;1;-99;5;-99;6;2;-77;2;-77;-77;4;5;4;4;5;3;5;5;5;4;4;6;6;6;6;5;6;3;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;5bc6d22e9a0bc8530c2b19316b69fe7b;1;0;1726147674;12.09.2024 13:27;12.09.2024 13:30;0000-00-00 00:00:00;134;14;34;40;0;48;0;0;0;61;130;90;124;97
338;0;0;31;7089087;-77;258;2;0;0;5ea040075511b505cf6ec1eb;82;1;-99;3;-99;6;2;-77;2;-77;-77;2;6;3;1;2;2;2;2;2;7;2;5;4;4;5;7;5;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;0ec8d6b636bf51b1f94dc32057e9db9f;1;0;1726147675;12.09.2024 13:27;12.09.2024 13:32;0000-00-00 00:00:00;258;22;49;64;0;77;0;0;0;95;249;157;237;173
339;0;0;31;7089087;-77;109;2;0;0;63b6bda4781d2606cfdbae0d;33;2;-99;4;-99;5;2;-77;5;-77;-77;3;4;4;4;4;4;4;4;4;5;3;5;5;5;5;5;5;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;addec745cab5c1a5d9642f022476fc8e;1;0;1726147677;12.09.2024 13:27;12.09.2024 13:29;0000-00-00 00:00:00;109;11;36;42;0;47;0;0;0;60;105;79;100;84
340;0;0;31;7089087;-77;306;2;0;0;5a31373183019b00012f6322;40;1;-99;2;-99;6;2;-77;2;-77;-77;4;4;4;5;3;3;4;3;2;5;3;6;7;5;7;6;6;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;56596715c7e2054ea09f87ad8397b627;1;0;1726147680;12.09.2024 13:28;12.09.2024 13:33;0000-00-00 00:00:00;306;23;89;100;0;118;0;0;0;151;301;211;289;228
341;0;0;31;7089087;-77;708;2;0;0;656f0ce82c0ba5e95ad58a03;20;2;-99;3;-99;5;2;-77;2;-77;-77;3;6;2;5;3;2;3;2;3;5;2;6;6;6;5;5;6;3;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;bc6c4bca4bf520aee223e80bdec6f91b;1;0;1726147683;12.09.2024 13:28;12.09.2024 13:39;0000-00-00 00:00:00;708;75;167;262;0;283;0;0;0;400;702;542;677;564
342;0;0;31;7089087;-77;390;1;0;0;66e1f7238b21704eddaf8492;21;2;-99;4;-99;5;2;6;-77;-77;-77;5;2;5;2;6;4;5;5;6;2;4;5;5;2;3;6;2;3;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;943af80c822ad43ecba1a95c907f9874;1;0;1726147685;12.09.2024 13:28;12.09.2024 13:34;0000-00-00 00:00:00;390;22;82;104;0;128;0;0;159;0;386;266;371;290
343;0;0;31;7089087;-77;236;3;0;0;669408c9ebcc22947ead5fa2;58;2;-99;6;Trade School;5;2;-77;-77;1;-77;2;7;2;5;2;1;2;1;4;6;2;3;5;3;6;6;5;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;bd4ee95fa3a2f1966898963ecb63901f;1;0;1726147686;12.09.2024 13:28;12.09.2024 13:32;0000-00-00 00:00:00;236;24;68;78;0;89;122;0;0;0;232;159;215;169
344;0;0;31;7089087;-77;237;1;0;0;55ab85e0fdf99b2dced04264;51;2;-99;4;-99;5;2;3;-77;-77;-77;2;6;2;5;4;2;2;4;4;5;2;3;3;3;3;3;3;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;c06aea65992e2ab6bceda7ea102e3519;1;0;1726147691;12.09.2024 13:28;12.09.2024 13:32;0000-00-00 00:00:00;237;21;67;75;0;88;0;0;112;0;231;166;225;176
345;0;0;31;7089087;-77;256;1;0;0;5bbe707eeaa0eb0001d24234;24;1;-99;5;-99;5;2;3;-77;-77;-77;2;3;3;5;3;2;3;2;2;5;3;6;5;6;4;3;3;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;c9c96272d81ead100e0cba90b2e3cab2;1;0;1726147693;12.09.2024 13:28;12.09.2024 13:32;0000-00-00 00:00:00;256;21;118;125;0;138;0;0;150;0;251;187;239;198
346;0;0;31;7089087;-77;279;4;0;0;6101558002f647907b993980;47;2;-99;5;-99;5;2;-77;-77;-77;2;3;4;4;5;4;3;3;3;5;5;2;4;4;4;4;5;4;3;2;no thanks;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;ed65ea2162e92c7b8473e417edda1c16;1;0;1726147704;12.09.2024 13:28;12.09.2024 13:33;0000-00-00 00:00:00;279;17;71;83;0;98;0;140;0;0;273;190;250;203
347;0;0;31;7089087;-77;248;3;0;0;62a357313478901b14ca7bb3;18;2;-99;3;-99;5;2;-77;-77;2;-77;6;3;5;3;5;5;5;5;6;3;4;6;6;5;5;4;6;2;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;f157ae8dcd39db36b4d186930abcf4b4;1;0;1726147712;12.09.2024 13:28;12.09.2024 13:32;0000-00-00 00:00:00;248;10;54;69;0;84;115;0;0;0;245;154;218;164
348;0;0;31;7089087;-77;258;3;0;0;5cedaba627d8ce00018469bb;42;1;-99;5;-99;4;2;-77;-77;4;-77;2;5;2;6;4;3;3;4;4;6;3;2;3;2;4;2;3;1;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;6292c333d748211b024e78ede2f30e02;1;0;1726147712;12.09.2024 13:28;12.09.2024 13:32;0000-00-00 00:00:00;258;39;79;93;0;101;140;0;0;0;254;196;245;206
350;0;0;31;7089087;-77;279;3;0;0;6127f0663a7eb20ac747eb99;34;2;-99;5;-99;7;2;-77;-77;2;-77;4;4;5;4;4;4;4;4;4;4;3;6;7;6;6;6;6;1;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;55c481627aa467f9af6570b1a89ea0d3;1;0;1726147720;12.09.2024 13:28;12.09.2024 13:33;0000-00-00 00:00:00;279;24;98;111;0;123;179;0;0;0;274;208;253;219
351;0;0;31;7089087;-77;300;2;0;0;64f966f09e99404326fd70c5;69;2;-99;2;-99;6;4;-77;1;-77;-77;7;4;7;4;7;7;7;7;7;4;4;7;7;7;7;7;7;3;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Safari/537.36";-99;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;016a5637d8e27dec855b517a51640367;1;0;1726147721;12.09.2024 13:28;12.09.2024 13:33;0000-00-00 00:00:00;300;21;58;70;95;111;0;0;0;135;288;207;276;220
352;0;0;31;7089087;-77;285;2;0;0;604cef3599ac3e3069dbf520;33;1;-99;4;-99;3;2;-77;6;-77;-77;5;2;6;2;5;6;6;6;7;2;5;7;6;4;6;6;7;2;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;cccff74bebc561722a04dce25ebf7c62;1;0;1726147722;12.09.2024 13:28;12.09.2024 13:33;0000-00-00 00:00:00;285;16;45;52;0;58;0;0;0;77;280;130;272;138
353;0;0;31;7089087;-77;487;3;0;0;5d6e99eada16690018c9b635;32;2;-99;5;-99;7;2;-77;-77;2;-77;2;4;2;4;3;1;2;2;1;4;2;4;5;4;3;6;4;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;b1d5f30a4e7b3e955b16f4ae7320d8ff;1;0;1726147727;12.09.2024 13:28;12.09.2024 13:36;0000-00-00 00:00:00;487;21;123;170;0;186;247;0;0;0;456;313;439;347
354;0;0;31;7089087;-77;124;1;0;0;5ac27ff40527ba0001c1fa60;29;1;-99;5;-99;6;2;2;-77;-77;-77;1;2;2;6;2;2;2;2;2;6;2;6;5;7;5;7;5;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;9dd47ad7e7b66899ab3fa8238130592f;1;0;1726147727;12.09.2024 13:28;12.09.2024 13:30;0000-00-00 00:00:00;124;8;35;43;0;51;0;0;62;0;121;89;117;94
355;0;0;31;7089087;-77;369;1;0;0;651473fb2752280b1a749370;20;1;-99;3;-99;5;2;5;-77;-77;-77;5;2;6;2;5;5;6;6;5;3;3;4;6;5;7;6;4;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;5ded7b024e3d6bcbba4290e52f3df79e;1;0;1726147729;12.09.2024 13:28;12.09.2024 13:34;0000-00-00 00:00:00;369;25;107;125;0;139;0;0;156;0;346;240;319;262
356;0;0;31;7089087;-77;152;2;0;0;5fb1aea8d0a22f6e13750c9a;27;2;-99;4;-99;5;2;-77;2;-77;-77;3;1;6;2;5;6;4;4;6;6;5;7;7;7;7;7;7;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;af4a90b9d84b215617d1fdac39a0c0eb;1;0;1726147734;12.09.2024 13:28;12.09.2024 13:31;0000-00-00 00:00:00;152;16;46;54;0;64;0;0;0;78;148;102;136;112
357;0;0;31;7089087;-77;793;3;0;0;647849063b9fd9be24803727;39;2;-99;5;-99;6;2;-77;-77;2;-77;6;4;4;2;4;4;5;5;6;4;3;7;7;7;7;7;7;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;94c294a2edb596bea4e66c4412b4c217;1;0;1726147736;12.09.2024 13:28;12.09.2024 13:42;0000-00-00 00:00:00;793;133;331;346;0;357;421;0;0;0;790;493;643;547
358;0;0;31;7089087;-77;158;1;0;0;5bb3bbc034168e00016d74a9;23;2;-99;3;-99;5;1;6;-77;-77;-77;5;3;2;4;5;3;6;3;5;6;4;4;5;3;3;3;5;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;e0678527426cc3d11291253933c2ba60;1;0;1726147742;12.09.2024 13:29;12.09.2024 13:31;0000-00-00 00:00:00;158;9;13;17;20;25;0;0;36;0;155;43;143;47
359;0;0;31;7089087;-77;214;4;0;0;665e79d69936be627b2638ff;28;2;-99;5;-99;6;2;-77;-77;-77;6;7;7;7;7;7;7;6;7;7;7;4;7;7;7;7;6;6;1;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;a434d2969dbf77ccb0c5c8f2595ef811;1;0;1726147747;12.09.2024 13:29;12.09.2024 13:32;0000-00-00 00:00:00;214;28;57;81;0;84;0;93;0;0;211;140;203;147
360;0;0;31;7089087;-77;190;1;0;0;577bfa3c9fecfe0001a5bcbf;38;1;-99;3;-99;5;2;4;-77;-77;-77;3;5;4;5;3;3;3;3;4;5;3;6;6;5;6;5;6;1;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7133055,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;ab666a3e95c036fb01b6db16b1cd647f;1;0;1726147743;12.09.2024 13:29;12.09.2024 13:32;0000-00-00 00:00:00;190;12;47;53;0;63;0;0;77;0;187;116;169;134
361;0;0;31;7089087;-77;500;4;0;0;6533d416fb36aa805c68be59;51;1;-99;4;-99;5;2;-77;-77;-77;5;3;2;2;4;4;4;3;3;4;6;3;5;4;6;4;5;5;2;1;Unfortunately, I have had symptoms ignored by a medical practitioner, further procedures had to be carried out once found .;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;f96084ec318eb649b368eb61e8fe935b;1;0;1726147745;12.09.2024 13:29;12.09.2024 13:37;0000-00-00 00:00:00;500;29;79;90;0;105;0;152;0;0;488;223;344;240
362;0;0;31;7089087;-77;248;2;0;0;6574738a66e758976ed181f4;49;2;-99;2;-99;7;2;-77;1;-77;-77;5;5;5;3;5;6;5;6;5;5;4;7;7;6;7;6;7;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;a4d4d79c6b2daae131e54523d24adfb7;1;0;1726147747;12.09.2024 13:29;12.09.2024 13:33;0000-00-00 00:00:00;248;10;96;109;0;115;0;0;0;131;237;170;219;183
363;0;0;31;7089087;-77;606;2;0;0;66855395948d6d88d5a55521;36;2;-99;5;-99;6;2;-77;3;-77;-77;2;5;2;4;3;4;3;3;5;4;3;6;6;6;6;5;6;3;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/128.0.6613.98 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7133055,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;bbee439ea4af53b7f705049bbd9798ec;1;0;1726147747;12.09.2024 13:29;12.09.2024 13:39;0000-00-00 00:00:00;606;17;49;71;0;85;0;0;0;166;602;292;596;350
364;0;0;31;7089087;-77;190;4;0;0;5a771465eea3d300016de2e1;54;1;-99;4;-99;6;2;-77;-77;-77;2;4;3;5;4;4;4;4;4;4;5;4;6;6;6;6;7;6;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;d8721957513e200813508669f0c45e2f;1;0;1726147761;12.09.2024 13:29;12.09.2024 13:32;0000-00-00 00:00:00;190;18;38;43;0;53;0;75;0;0;159;114;149;122
365;0;0;31;7089087;-77;518;4;0;0;668c15cd68226c3c0a38b4a8;25;1;-99;4;-99;6;2;-77;-77;-77;5;4;4;5;4;5;5;5;6;5;5;3;5;5;4;5;4;4;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;8ff8108573a578dd8ac60db9233af160;1;0;1726147762;12.09.2024 13:29;12.09.2024 13:38;0000-00-00 00:00:00;518;31;139;196;0;225;0;282;0;0;502;364;481;390
366;0;0;31;7089087;-77;238;4;0;0;63068110447ef1aaa9660816;29;2;-99;2;-99;6;2;-77;-77;-77;5;4;4;6;2;5;4;5;6;6;4;5;5;5;7;4;4;6;2;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;7d04605d682a88cc1c31a26d9c835309;1;0;1726147765;12.09.2024 13:29;12.09.2024 13:33;0000-00-00 00:00:00;238;17;63;72;0;81;0;119;0;0;232;151;220;187
367;0;0;31;7089087;-77;132;2;0;0;56ce2b1309734d000d439301;44;1;-99;3;-99;4;2;-77;6;-77;-77;4;4;4;5;3;3;5;4;3;6;3;5;6;6;5;6;6;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;67172d0aafeb208ec7b4aa0236e92d9e;1;0;1726147766;12.09.2024 13:29;12.09.2024 13:31;0000-00-00 00:00:00;132;10;27;33;0;38;0;0;0;56;128;82;123;92
368;0;0;31;7089087;-77;495;2;0;0;665a54c8271d052a1aceeeec;41;1;-99;2;-99;5;2;-77;3;-77;-77;2;4;2;4;2;3;4;4;5;6;3;5;6;4;5;5;5;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;8310af5c6655ee5866a120f06f69a6a3;1;0;1726147767;12.09.2024 13:29;12.09.2024 13:37;0000-00-00 00:00:00;495;9;62;71;0;81;0;0;0;95;490;452;485;461
369;0;0;31;7089087;-77;202;1;0;0;66b21f89ba393b28774094b9;37;1;-99;4;-99;4;2;2;-77;-77;-77;2;5;2;5;3;3;2;2;2;5;2;6;6;5;7;6;6;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;dc20041a0a24a6ecc3a71c8e680d0911;1;0;1726147771;12.09.2024 13:29;12.09.2024 13:32;0000-00-00 00:00:00;202;14;42;51;0;69;0;0;92;0;195;135;183;145
